VOTER;"NDA_{-0,5;0;1}";"MLP_{-0,5;0;1}";"EM_{-0,5;0;1}";"BH_{-0,5;0;1}";"NA_{-0,5;0;1}";"PP_{-0,5;0;1}";"JC_{-0,5;0;1}";"JL_{-0,5;0;1}";"JLM_{-0,5;0;1}";"FA_{-0,5;0;1}";"FF_{-0,5;0;1}";"NDA_{-1;0;1}";"MLP_{-1;0;1}";"EM_{-1;0;1}";"BH_{-1;0;1}";"NA_{-1;0;1}";"PP_{-1;0;1}";"JC_{-1;0;1}";"JL_{-1;0;1}";"JLM_{-1;0;1}";"FA_{-1;0;1}";"FF_{-1;0;1}";"NDA_{-2;0;1}";"MLP_{-2;0;1}";"EM_{-2;0;1}";"BH_{-2;0;1}";"NA_{-2;0;1}";"PP_{-2;0;1}";"JC_{-2;0;1}";"JL_{-2;0;1}";"JLM_{-2;0;1}";"FA_{-2;0;1}";"FF_{-2;0;1}";OFFIC;GENDER;AGE;WORK;EDUC
393;;;;;;;;;;;;0;0;-1;-1;1;1;0;0;1;0;-1;;;;;;;;;;;;9;2;1;6;3
394;;;;;;;;;;;;-1;-1;0;-1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;2;2;1
395;;;;;;;;;;;;-1;-1;-1;0;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;0;2;3
396;;;;;;;;;;;;-1;-1;-1;1;0;1;0;0;1;0;-1;;;;;;;;;;;;9;2;4;3;3
397;;;;;;;;;;;;-1;-1;-1;1;0;0;0;-1;1;0;-1;;;;;;;;;;;;9;2;1;6;2
398;;;;;;;;;;;;-1;-1;-1;1;0;1;-1;-1;1;0;-1;;;;;;;;;;;;9;2;1;6;3
399;;;;;;;;;;;;-1;-1;-1;1;1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;2;1;3
400;;;;;;;;;;;;-1;-1;-1;-1;0;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;1;4;3
401;;;;;;;;;;;;-1;-1;-1;1;0;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;1;6;3
402;;;;;;;;;;;;0;-1;0;1;1;1;0;0;1;0;-1;;;;;;;;;;;;9;2;4;2;2
403;;;;;;;;;;;;0;-1;0;0;0;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;2;3;3
404;;;;;;;;;;;;0;-1;-1;1;-1;1;0;-1;1;0;-1;;;;;;;;;;;;9;1;5;5;2
405;;;;;;;;;;;;-1;-1;-1;0;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;3;2;3
406;;;;;;;;;;;;-1;-1;0;0;-1;-1;-1;0;1;-1;-1;;;;;;;;;;;;9;1;4;1;3
407;;;;;;;;;;;;-1;-1;0;0;0;1;0;1;1;-1;-1;;;;;;;;;;;;9;2;5;5;2
408;;;;;;;;;;;;-1;-1;1;1;0;0;0;0;1;0;-1;;;;;;;;;;;;9;2;4;3;3
409;;;;;;;;;;;;1;1;-1;0;1;1;0;0;1;0;-1;;;;;;;;;;;;9;1;3;0;0
410;;;;;;;;;;;;-1;-1;-1;1;-1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;4;3;3
411;;;;;;;;;;;;0;-1;0;1;1;0;-1;0;1;0;-1;;;;;;;;;;;;9;2;3;3;3
412;;;;;;;;;;;;1;-1;0;0;0;0;-1;-1;1;1;-1;;;;;;;;;;;;9;2;4;2;2
413;;;;;;;;;;;;0;-1;1;1;0;0;0;0;1;0;-1;;;;;;;;;;;;9;2;4;2;3
414;;;;;;;;;;;;-1;-1;0;1;1;1;-1;0;1;-1;-1;;;;;;;;;;;;9;2;1;6;3
415;;;;;;;;;;;;-1;-1;-1;1;0;0;0;1;1;-1;-1;;;;;;;;;;;;9;1;4;3;3
416;;;;;;;;;;;;-1;-1;-1;1;0;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;4;3;3
417;;;;;;;;;;;;-1;-1;0;1;1;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;4;2;3
418;;;;;;;;;;;;-1;-1;-1;-1;0;0;0;0;1;1;-1;;;;;;;;;;;;9;2;4;2;2
419;;;;;;;;;;;;0;-1;1;1;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;2;2;3
420;;;;;;;;;;;;-1;-1;-1;0;0;0;-1;-1;1;0;-1;;;;;;;;;;;;9;1;3;1;1
421;;;;;;;;;;;;0;-1;-1;1;0;0;-1;0;1;-1;-1;;;;;;;;;;;;9;2;1;1;3
422;;;;;;;;;;;;-1;0;0;0;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;2;2;2
423;;;;;;;;;;;;-1;-1;-1;0;0;0;0;1;1;0;0;;;;;;;;;;;;9;1;4;1;3
424;;;;;;;;;;;;-1;-1;0;1;0;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;2;7;2
425;;;;;;;;;;;;-1;-1;-1;1;0;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;2;3;3
426;;;;;;;;;;;;-1;-1;0;1;1;0;-1;0;1;-1;-1;;;;;;;;;;;;9;1;3;2;3
427;;;;;;;;;;;;1;0;0;0;1;1;0;0;1;0;-1;;;;;;;;;;;;9;2;4;3;2
428;;;;;;;;;;;;-1;-1;0;1;0;0;0;0;1;0;-1;;;;;;;;;;;;9;1;2;2;3
429;;;;;;;;;;;;1;-1;0;1;1;1;0;1;1;0;-1;;;;;;;;;;;;9;1;4;2;3
430;;;;;;;;;;;;1;0;-1;-1;0;0;0;0;-1;0;-1;;;;;;;;;;;;9;2;3;3;2
431;;;;;;;;;;;;-1;-1;0;0;-1;-1;-1;0;1;-1;-1;;;;;;;;;;;;9;2;1;6;3
432;;;;;;;;;;;;0;-1;0;1;-1;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;5;7;2
433;;;;;;;;;;;;-1;-1;-1;0;-1;-1;0;-1;1;0;-1;;;;;;;;;;;;9;2;6;5;2
434;;;;;;;;;;;;-1;-1;-1;-1;0;0;-1;-1;1;0;-1;;;;;;;;;;;;9;2;1;1;3
435;;;;;;;;;;;;-1;-1;-1;1;1;1;0;1;1;0;-1;;;;;;;;;;;;9;2;4;2;2
436;;;;;;;;;;;;-1;-1;0;1;0;0;-1;-1;1;-1;0;;;;;;;;;;;;9;2;1;2;3
437;;;;;;;;;;;;1;-1;1;1;1;1;1;0;1;0;-1;;;;;;;;;;;;9;1;2;3;3
438;;;;;;;;;;;;-1;-1;-1;0;1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;2;3;3
439;;;;;;;;;;;;-1;-1;1;1;-1;0;-1;-1;1;0;-1;;;;;;;;;;;;9;1;4;7;3
440;;;;;;;;;;;;0;-1;-1;-1;0;0;0;0;0;0;0;;;;;;;;;;;;9;0;2;4;3
441;;;;;;;;;;;;-1;-1;-1;1;1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;2;2;3
442;;;;;;;;;;;;0;-1;-1;1;0;1;0;0;1;0;-1;;;;;;;;;;;;9;1;1;6;3
443;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;3;2;2
444;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;0;3;3;2
445;;;;;;;;;;;;0;-1;-1;0;0;0;-1;-1;1;0;-1;;;;;;;;;;;;9;1;3;3;2
446;;;;;;;;;;;;-1;-1;0;0;0;0;0;0;1;0;-1;;;;;;;;;;;;9;2;1;6;2
447;;;;;;;;;;;;0;-1;-1;1;0;0;0;-1;1;-1;-1;;;;;;;;;;;;9;2;4;3;3
448;;;;;;;;;;;;1;-1;-1;-1;-1;-1;-1;0;1;-1;-1;;;;;;;;;;;;9;1;3;1;3
449;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;3;4;2
450;;;;;;;;;;;;0;-1;1;1;1;1;-1;1;1;1;-1;;;;;;;;;;;;9;0;5;5;3
451;;;;;;;;;;;;0;0;-1;1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;4;2;2
452;;;;;;;;;;;;-1;-1;-1;-1;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;5;5;3
453;;;;;;;;;;;;0;-1;-1;1;0;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;1;6;3
454;;;;;;;;;;;;-1;-1;0;1;1;1;0;-1;1;-1;-1;;;;;;;;;;;;9;4;4;3;3
455;;;;;;;;;;;;-1;-1;-1;1;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;1;6;3
456;;;;;;;;;;;;-1;-1;-1;1;0;0;0;0;1;0;-1;;;;;;;;;;;;9;1;3;2;2
457;;;;;;;;;;;;-1;-1;-1;1;1;1;0;0;1;0;-1;;;;;;;;;;;;9;2;4;2;3
458;;;;;;;;;;;;-1;-1;-1;1;-1;-1;-1;0;1;-1;-1;;;;;;;;;;;;9;1;1;6;3
459;;;;;;;;;;;;-1;-1;0;1;1;1;0;0;1;0;-1;;;;;;;;;;;;9;2;2;6;3
460;;;;;;;;;;;;1;1;-1;1;1;1;0;0;1;0;-1;;;;;;;;;;;;9;1;3;1;3
461;;;;;;;;;;;;-1;-1;0;0;-1;0;0;-1;1;-1;-1;;;;;;;;;;;;9;2;2;7;3
462;;;;;;;;;;;;0;0;1;0;0;1;0;0;1;-1;-1;;;;;;;;;;;;9;1;4;2;0
463;;;;;;;;;;;;-1;-1;0;0;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;4;3;3
464;;;;;;;;;;;;1;0;-1;-1;-1;-1;1;1;1;0;0;;;;;;;;;;;;9;2;2;3;2
465;;;;;;;;;;;;0;-1;-1;-1;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;5;5;0
466;;;;;;;;;;;;1;-1;0;-1;0;1;0;0;1;0;-1;;;;;;;;;;;;9;1;5;5;3
467;;;;;;;;;;;;-1;-1;-1;1;-1;-1;-1;1;1;-1;-1;;;;;;;;;;;;9;2;4;2;3
468;;;;;;;;;;;;-1;-1;-1;1;0;1;0;0;1;-1;-1;;;;;;;;;;;;9;0;5;5;3
469;;;;;;;;;;;;-1;-1;0;0;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;0;3;1;3
470;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;0;6;5;2
471;;;;;;;;;;;;-1;-1;-1;1;1;1;0;0;1;0;-1;;;;;;;;;;;;9;1;3;2;2
472;;;;;;;;;;;;-1;-1;1;0;0;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;3;3;3
473;;;;;;;;;;;;-1;-1;-1;1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;3;2;3
474;;;;;;;;;;;;-1;-1;0;0;-1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;1;6;3
475;;;;;;;;;;;;1;-1;0;1;1;1;0;0;1;0;-1;;;;;;;;;;;;9;2;4;3;2
476;;;;;;;;;;;;0;-1;0;1;0;0;-1;0;1;0;-1;;;;;;;;;;;;9;0;6;5;2
477;;;;;;;;;;;;-1;-1;-1;1;-1;-1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;4;7;3
478;;;;;;;;;;;;-1;-1;-1;1;-1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;4;1;3
479;;;;;;;;;;;;-1;-1;-1;0;0;0;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;2;2;3
480;;;;;;;;;;;;-1;-1;-1;-1;-1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;2;4;2;2
481;;;;;;;;;;;;-1;-1;-1;-1;-1;1;-1;-1;1;-1;-1;;;;;;;;;;;;9;1;3;2;0
482;;;;;;;;;;;;0;0;-1;-1;-1;-1;0;1;1;1;-1;;;;;;;;;;;;10;1;1;1;2
483;;;;;;;;;;;;-1;-1;-1;0;0;1;-1;-1;1;1;0;;;;;;;;;;;;10;1;3;3;3
484;;;;;;;;;;;;1;1;0;-1;-1;0;-1;0;-1;1;1;;;;;;;;;;;;10;1;5;5;2
485;;;;;;;;;;;;0;-1;-1;0;-1;-1;-1;-1;0;0;-1;;;;;;;;;;;;10;2;2;2;3
486;;;;;;;;;;;;0;1;-1;0;0;0;0;0;1;1;1;;;;;;;;;;;;10;1;3;2;3
487;;;;;;;;;;;;0;-1;-1;-1;0;0;0;0;-1;1;-1;;;;;;;;;;;;10;1;3;2;2
488;;;;;;;;;;;;0;-1;-1;-1;0;1;0;0;0;1;-1;;;;;;;;;;;;10;2;2;1;3
489;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;;;;;;;;;;;;10;1;4;2;2
490;;;;;;;;;;;;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;3;2;3
491;;;;;;;;;;;;1;-1;1;-1;-1;-1;-1;-1;0;0;1;;;;;;;;;;;;11;2;4;2;3
492;;;;;;;;;;;;0;-1;0;-1;-1;0;1;0;0;0;1;;;;;;;;;;;;11;2;3;2;2
493;;;;;;;;;;;;1;1;-1;-1;-1;-1;-1;0;-1;-1;1;;;;;;;;;;;;11;1;6;5;3
494;;;;;;;;;;;;-1;-1;-1;-1;-1;0;-1;0;0;0;1;;;;;;;;;;;;11;1;5;1;3
495;;;;;;;;;;;;0;1;1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;2;2;3
496;;;;;;;;;;;;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;6;5;2
497;;;;;;;;;;;;1;1;-1;-1;-1;-1;-1;0;-1;-1;1;;;;;;;;;;;;11;1;6;5;3
498;;;;;;;;;;;;0;-1;1;0;-1;-1;-1;0;0;-1;1;;;;;;;;;;;;11;2;5;5;3
499;;;;;;;;;;;;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;1;6;5;3
500;;;;;;;;;;;;1;0;-1;-1;-1;-1;-1;-1;0;1;1;;;;;;;;;;;;11;1;5;5;2
501;;;;;;;;;;;;-1;0;-1;-1;-1;-1;-1;-1;0;0;1;;;;;;;;;;;;11;2;2;3;1
502;;;;;;;;;;;;1;1;1;1;-1;-1;-1;-1;1;1;1;;;;;;;;;;;;11;1;4;2;2
503;;;;;;;;;;;;1;1;1;-1;-1;-1;-1;1;0;0;1;;;;;;;;;;;;11;1;4;2;3
504;;;;;;;;;;;;-1;-1;0;-1;-1;-1;-1;-1;-1;0;1;;;;;;;;;;;;11;2;5;5;2
505;;;;;;;;;;;;0;-1;1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;2;1;3
506;;;;;;;;;;;;-1;-1;1;1;0;0;0;0;-1;0;1;;;;;;;;;;;;11;1;2;3;3
507;;;;;;;;;;;;0;0;1;1;-1;-1;-1;-1;1;-1;1;;;;;;;;;;;;11;1;2;2;3
508;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;1;2;2;2
509;;;;;;;;;;;;1;0;0;0;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;6;5;0
510;;;;;;;;;;;;0;-1;-1;-1;0;0;0;-1;0;0;1;;;;;;;;;;;;11;2;2;3;3
511;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;0;6;5;1
512;;;;;;;;;;;;1;1;-1;0;-1;-1;0;0;0;0;1;;;;;;;;;;;;11;1;5;5;3
513;;;;;;;;;;;;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;1;5;5;0
514;;;;;;;;;;;;1;0;-1;-1;-1;-1;-1;1;1;-1;1;;;;;;;;;;;;11;2;5;5;1
515;;;;;;;;;;;;1;1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;6;5;3
516;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;1;5;5;3
517;;;;;;;;;;;;0;1;0;0;0;1;0;-1;1;0;1;;;;;;;;;;;;11;1;1;3;1
518;;;;;;;;;;;;-1;-1;0;1;-1;0;-1;-1;-1;-1;1;;;;;;;;;;;;11;1;1;3;3
519;;;;;;;;;;;;-1;-1;0;-1;-1;-1;-1;-1;0;-1;1;;;;;;;;;;;;11;2;5;5;2
520;;;;;;;;;;;;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;3;2;2
521;;;;;;;;;;;;1;0;-1;-1;-1;-1;0;1;-1;0;1;;;;;;;;;;;;11;1;6;5;2
522;;;;;;;;;;;;-1;-1;0;0;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;4;2;3
523;;;;;;;;;;;;0;-1;-1;-1;-1;-1;0;-1;-1;0;1;;;;;;;;;;;;11;1;6;5;2
524;;;;;;;;;;;;1;0;-1;-1;-1;-1;-1;0;-1;-1;1;;;;;;;;;;;;11;1;5;3;3
525;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;;;;;;;;;;;;11;2;5;2;2
526;;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;;;12;1;1;2;3
527;;;;;;;;;;;;1;-1;0;-1;-1;-1;0;-1;0;-1;0;;;;;;;;;;;;12;2;3;2;3
528;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;0;0;-2;0;0;0;0;2;4;2;3
529;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;0;0;0;0;0;0;0;0;0;1;2;2;2
530;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;1;1;1;0;0;1;0;-2;0;2;4;2;3
531;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;1;-2;-2;-2;0;1;1;-2;0;0;0;0;0
532;;;;;;;;;;;;;;;;;;;;;;;1;-2;1;1;-2;-2;-2;0;1;1;-2;0;0;0;0;0
533;;;;;;;;;;;;;;;;;;;;;;;-2;-2;0;-2;-2;0;0;0;0;0;-2;0;1;2;2;2
534;;;;;;;;;;;;;;;;;;;;;;;1;-2;0;1;1;1;0;0;1;0;-2;0;0;0;0;0
535;;;;;;;;;;;;;;;;;;;;;;;0;1;-2;-2;0;-2;0;0;-2;0;1;0;1;2;2;3
536;;;;;;;;;;;;;;;;;;;;;;;1;-2;-2;0;0;-2;0;0;-2;0;-2;1;2;4;3;2
537;;;;;;;;;;;;;;;;;;;;;;;1;-2;0;0;-2;1;0;0;-2;0;-2;1;2;1;6;2
538;;;;;;;;;;;;;;;;;;;;;;;1;-2;1;1;-2;-2;-2;-2;0;-2;0;1;2;1;2;3
539;;;;;;;;;;;;;;;;;;;;;;;1;-2;1;-2;0;0;0;0;-2;0;-2;1;2;3;3;3
540;;;;;;;;;;;;;;;;;;;;;;;1;-2;0;0;-2;-2;-2;0;1;1;-2;1;1;5;5;2
541;;;;;;;;;;;;;;;;;;;;;;;1;-2;0;0;0;0;0;0;1;0;1;1;2;3;3;3
542;;;;;;;;;;;;;;;;;;;;;;;1;-2;0;0;0;0;0;0;0;0;0;1;2;1;6;3
543;;;;;;;;;;;;;;;;;;;;;;;0;-2;-2;0;0;0;0;0;-2;0;-2;1;1;4;1;3
544;;;;;;;;;;;;;;;;;;;;;;;1;-2;-2;-2;-2;0;-2;0;-2;-2;0;1;1;1;1;3
545;;;;;;;;;;;;;;;;;;;;;;;1;-2;-2;1;-2;-2;-2;1;-2;-2;-2;1;2;1;2;2
546;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;-2;-2;0;0;0;0;-2;1;1;3;1;3
547;;;;;;;;;;;;;;;;;;;;;;;1;0;0;-2;-2;-2;-2;-2;-2;-2;0;1;1;3;2;1
548;;;;;;;;;;;;;;;;;;;;;;;1;0;-2;-2;0;0;1;1;-2;1;-2;1;2;3;2;3
549;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;0;-2;0;0;-2;0;-2;1;2;2;2;3
550;;;;;;;;;;;;;;;;;;;;;;;1;1;0;-2;-2;-2;-2;-2;0;-2;0;1;2;1;6;3
551;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;1;-2;-2;-2;1;1;5;5;2
552;;;;;;;;;;;;;;;;;;;;;;;-2;1;1;1;1;1;-2;-2;1;-2;-2;2;2;3;1;0
553;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;0;-2;0;0;0;0;0;2;1;1;7;2
554;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;2;1;4;2
555;;;;;;;;;;;;;;;;;;;;;;;0;1;-2;0;-2;-2;-2;0;1;-2;-2;2;2;4;3;2
556;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;0;-2;-2;0;0;0;-2;-2;2;2;5;5;2
557;;;;;;;;;;;;;;;;;;;;;;;-2;1;0;-2;1;0;-2;-2;1;-2;1;2;2;1;2;3
558;;;;;;;;;;;;;;;;;;;;;;;-2;1;0;-2;-2;-2;-2;-2;-2;-2;0;2;2;6;5;3
559;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;-2;-2;-2;1;2;2;1;1;2
560;;;;;;;;;;;;;;;;;;;;;;;0;1;-2;-2;0;-2;-2;0;-2;0;-2;2;2;4;7;3
561;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;2;4;2;2
562;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;-2;2;1;2;3;2
563;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;-2;-2;0;-2;2;1;3;2;3
564;;;;;;;;;;;;;;;;;;;;;;;0;1;-2;-2;0;0;0;0;1;0;-2;2;2;4;2;2
565;;;;;;;;;;;;;;;;;;;;;;;0;1;-2;-2;1;0;0;0;-2;-2;-2;2;1;4;2;1
566;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;1;-2;1;1;-2;2;1;5;1;2
567;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;0;-2;-2;-2;-2;-2;-2;2;1;3;2;3
568;;;;;;;;;;;;;;;;;;;;;;;1;1;1;-2;-2;-2;0;0;0;0;-2;2;1;3;2;3
569;;;;;;;;;;;;;;;;;;;;;;;-2;0;-2;-2;-2;-2;-2;-2;0;-2;0;2;1;2;2;2
570;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;1;1;6;3
571;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;0;0;1;0;0;-2;-2;-2;2;2;3;2;2
572;;;;;;;;;;;;;;;;;;;;;;;-2;1;0;-2;-2;-2;-2;-2;-2;-2;0;2;1;6;5;3
573;;;;;;;;;;;;;;;;;;;;;;;0;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;1;2;3;2
574;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;5;5;3
575;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;0;0;0;0;1;2;2;5;5;3
576;;;;;;;;;;;;;;;;;;;;;;;1;0;-2;-2;-2;-2;-2;-2;-2;0;0;2;1;2;7;2
577;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;-2;-2;-2;-2;0;-2;-2;2;1;1;4;2
578;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;0;0;0;0;-2;-2;1;2;1;5;5;3
579;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;-2;-2;-2;-2;0;-2;0;2;1;2;1;2
580;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;-2;-2;-2;1;-2;-2;-2;2;1;1;1;1
581;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;0;0;-2;1;0;2;2;2;3;3
582;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;1;3;1;2
583;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;2;2;3;2
584;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;2;1;2;3
585;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;0;0;0;-2;2;1;2;3;3
586;;;;;;;;;;;;;;;;;;;;;;;0;0;-2;-2;0;0;0;-2;0;0;0;2;1;1;2;2
587;;;;;;;;;;;;;;;;;;;;;;;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;1;3;1;0
588;;;;;;;;;;;;;;;;;;;;;;;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;1;2;2;3
589;;;;;;;;;;;;;;;;;;;;;;;-2;-2;0;-2;-2;-2;-2;-2;-2;-2;-2;3;1;3;2;0
590;;;;;;;;;;;;;;;;;;;;;;;-2;-2;0;-2;-2;-2;-2;-2;-2;-2;0;3;2;2;2;2
591;;;;;;;;;;;;;;;;;;;;;;;-2;-2;0;1;0;0;-2;-2;0;-2;-2;3;1;5;5;3
592;;;;;;;;;;;;;;;;;;;;;;;-2;-2;0;1;-2;-2;-2;-2;-2;-2;-2;3;2;3;2;3
593;;;;;;;;;;;;;;;;;;;;;;;-2;-2;0;-2;-2;-2;0;0;-2;0;1;3;2;3;2;3
594;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;3;2;4;5;3
595;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;3;1;5;5;3
596;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;3;1;4;1;3
597;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;1;1;-2;-2;-2;-2;-2;-2;3;2;4;2;3
598;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;0;-2;-2;0;-2;-2;-2;0;3;2;3;2;3
599;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;0;-2;-2;-2;-2;0;-2;-2;3;1;3;3;3
600;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;0;0;-2;0;0;-2;0;-2;3;2;5;5;3
601;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;0;-2;-2;-2;-2;0;-2;-2;3;2;1;6;3
602;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;-2;0;0;0;0;-2;0;-2;3;2;2;3;0
603;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;-2;-2;-2;-2;-2;0;-2;0;3;2;4;2;3
604;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;3;1;2;2;3
605;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;0;0;0;-2;-2;0;0;-2;3;2;5;5;1
606;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;0;-2;-2;-2;-2;0;-2;0;3;1;1;3;3
607;;;;;;;;;;;;;;;;;;;;;;;-2;-2;1;0;-2;-2;-2;-2;-2;-2;-2;3;1;4;2;3
608;;;;;;;;;;;;;;;;;;;;;;;0;-2;1;0;0;-2;-2;-2;0;-2;-2;3;2;4;2;2
609;;;;;;;;;;;;;;;;;;;;;;;-2;-2;0;1;0;0;-2;-2;0;-2;-2;3;1;3;1;3
